,Unnamed: 0,reviews,label,new_label,new_star
60,60,주문 주 만에 상품 받다 배송 문의 하니 제작 발송 시간 걸리다 그래서 새 상품 깨끗하다 상품 받다 기대하다 기다리다 크리스마스이브 날 배송 여기저기 흠집 원목 습하다 곳 보관 원목 특성 상 여기저기 얼룩지다 모습 반품 이나 교환 절차 보다 수수 가다 상품 가격 더군 조 별 수 없다 그냥 사용 아니다 여기저기 스크래치 물 먹다 듯 습하다 자국 남다 귀찮다 그냥 두다 상품 평이 좋다 건 많다 제품 복불복 인 같다 ㅠ,0,0,1
61,61,침대 받다 힘드다 주문 월일 도착 외지 구인 줄 알다 물건 받다 설치 못 기사 께 문 앞 두다 가시 설치 기사 진짜 친절하다 더 라고 설 치한 곳 수평 보다 기사 께 받다 뭇 조각 설치 침대 먼지 짱 정도 닦다 뵈다 내시 지 다시 청소 후 설치 그런데 헤드 부분 프레임 후드 나무 멀다 기름 많이 묻다 닦다 닦다 나오다 나무 기름 건지다 찜찜하다 침대 좋다,0,0,2
62,62,제품 하단 부 단 차 매트리스 가려지다 안 보이다 부분 이니 크게 상관 없다 전원 선 조금 더 길다 만들어지다 좋다 침대 아래쪽 콘센트 선 안 닿다 멀티탭 사용 따로 멀리 떨어지다 거도 아니다 침대 붙다 콘센트 안 닿다 멀티탭 이라니 적어도 침대 길이 만큼은 선 길이 외 제품 상태 만족하다,0,0,1
63,63,배송 빠르다 주문 만에 배송 출근 전 오다 빠르다 조립 해주다 가다 주문 란 제품 오다 그래도 친절하다 상담 해주다 원만하다 해결 냄새 많이 역할 정도 아니다 새 사면 냄새 자연히 사라지다 가루 많이 묻다 닦다 시간 들다 그리고 조금 찍히다 마감 처리 엉 성하다 부분 매트리스 가려지다 크게 눈 띄다 않다 침 대치 저렴하다 같다,0,0,3
64,64,번 설치 안 오래 기다리다 끝 완료 판매 설치 기사 설치 시간 달라 당황 그리고 뒤척일 마다 삐 덕 소리 나서다 신경 쓰이다 완성 모습 기대하다 완성 떨어지다 실망하다,0,0,1
65,65,배송 사람 너무 지치다 만듭 니 건 달이 걸리다 리뷰 안 쓰다 인터넷 가구 주문 잘 못 이겠다 제품 쏘다 쏘다 해 크게 좋다 않다 크게 나쁘다 않다 그냥 돈 맞다 제품,0,0,2
66,66,일만 배달 군데군데 찍히다 수 없다 그냥 사용 보다 넬 스프링 매트리스 너무 딱딱하다 바닥 누운 줄 매트리스 너무 실망 프레임 자체 튼튼하다 서랍,0,0,1
67,67,기분 좋다 않다 배 송비 포함 개 이르다 넘다 주다 살다 건데 상의 없이 하루 전 전화 오다 서다 느끼다 받다 미루다 오다 모르다 겁 주다 고객 센터 배송비 착오 취소 문의 이미 배송 가다 때문 간 선비 물어 한다는 식 취소 고객 만 손해 니 쉬다 없다 듯 싸늘하다 딱딱하다 그래도 배송 기사 시간 맞추다 설치 해주다 다행 이기다 넘다 주다 사도 내 맘대로 못 괜히 질탕 느낌 기분 썩 좋다 않다,0,0,1
68,68,별개 주기 싫다 독촉 전화 번 일만 배송 제품 마감 상태 엉망 나무 폐인 곳도 여러 곳 사이 단문 열다 걸리다 삐거덕 배송 기 오다 사용 지장 없다 조립 만 사람 이란 망하다,0,0,1
69,69,도록 해피 콜 없다 코로나 때문 인 가다 이해 해도 해피 콜 없다 옥션 고객 센터 통해 서 문의 넣다 쯤 배송 거고 전 해피 콜 거란 답변 받다 일이 더 걸리다 해피 콜 당일 받다 배달 옥션 고객 센터 판매 문의 남다 답변 받다 답변 주다 해주다 그나마 별 점 줌 침대 괜찮다,0,0,1
70,70,배송 늦다 주문 밉다 째 설치 배송 라고 뜨다 일주일 째 배송 안 배송 완료 나오다 아직 침대 받다 못 말 죠 배송 기사 해피 콜도 못 받다 침대 배송 완료 죠 ㅠㅠ,0,0,1
71,71,생각 보다 헤드 부분 공간 넓다 않다 나무 프레임 튼튼하다 보이 서랍 부드럽다 좋다 매트 기본 매트 주문 데 한쪽 세우다 가져오다 인지 수평 안 맞다 느낌 더군요 대충 쓰다 바꾸다 듯,0,0,4
72,72,매트리스 대한 상품 정보 숙지 않다 매트리스 불편하다 헤드 부분 조명 설치 부분 나무 두께 두껍다 청소 불편하다 헤드 디자인 살짝 아쉽다 다시 고려 보심 수납 아주 좋다,0,0,1
73,73,레일 안 맞다 뻑뻑 배송 그냥 그렇다 먼지 많이 묻다 부분 부분 매끄럽다 못 까슬하다 부분 경첩 튼튼하다 같다 디자인 좋다,0,0,2
74,74,상품 보통 배송 정말 형편 없다 급하다 분 패스 심 받다 보기 보름 걸리다 미안하다 마음 없다,0,0,1
75,75,제품 냄새 너무 심하다 매트리스 걷다 선풍기 틀다 일정 환기 기다 기본 매트리스 란 프레임 에서는 움직이다 마다 소음 발생 침대 임,0,0,1
76,76,안쪽 볼트 결합 부가 빠개져 상판 시트 긁다 배송 오래 걸리다 귀찮다 그냥 쓰다 속상하다 함,0,0,1
77,77,주문 차이 없다 설치 기사 빠르다 해주다 금방 끝나다 배송 조금 늦다 빼다 대체로 만족하다,0,0,3
78,78,여기저기 끄다 냄새 대박 너무 오래 기다리다 억울하다 구매 확정 하지만 다시다 온라인 가구 안 살다,0,0,1
79,79,수납 서랍 나무 튼튼하다 재질 만족하다 배송 주안 걸리다 기사 오다 설치 완료,0,0,5
80,80,최악 전선 구멍 보이 뚫다 헤드 부분 만 교체 달라 연락 드리다 사진 보내다 달라 연락 두절 해주다 건가,0,0,1
81,81,배송 기간 꽉 채우다 상품 흠집 다시 받다 기 쓰다 교환 그냥 사용,0,0,1
82,82,배송 빠르다 편이 그냥 냥 쓸다 만해 아주 고급스럽다 느낌 아니다,0,0,5
83,83,모양 맘 들다 불편하다 없다 동서 구라 안 쓰이다,0,0,1
84,84,퀸 같이 구매 퀸 더 고급 지게 보이다 많이 파다,0,0,3
85,85,하자 너무 심하다 지금 교환 진행 중 참고,0,0,1
86,86,상품 불량 군데 교환 조금 번거롭다,0,0,1
87,87,구매 말다 판매 측은 통화 안 배송 분 제품 저렇게 오다 그냥 전기 테이프 발라드 린다 정말 엉망 진 창 코로나 마스크 없이 배송 안 제품 많다 정말 구매 후회,0,0,1
88,88,아직 냄새 살다 않다 분위기 침대,0,0,3
89,89,색상 마음 들다 조화 이루 지다 좋다,0,0,3
90,90,마감 부실하다 출고 전 점검 안 출고 설치 후 교환 불편하다 배소 기사 고생,0,0,1
91,91,약속 날짜 받다 못 아쉽다 그냥 쓰기 좋다,0,0,3
92,92,짱짱하다 좋다 색상 은은하다 좋다 큰아들 조아하다 냄새 한참 빼다 매트리스 그렇다,0,0,3
93,93,배송 많이 늦다 물건 생각 보다 괜찮다,0,0,2
94,94,배송 엄청 느리다 서랍 장 끝 안 들어가다 교환 신청 기다리다 싫다 그냥 사용,0,0,1
95,95,쓰다 수납 꾀 도고 산 같다,0,0,3
96,96,번째 교환 진행 중 매트릭스 벙커 헤드 짱 하자 너무 심하다,0,0,2
97,97,딱딱하다 사이즈 적당하다 괜찮다,0,0,4
98,98,상품 정말 마음 들다 하지만 월일 주문 월일 물건 받다 넓다 마음 시간 많다 분만 구매,0,0,4
99,99,출고 전 검품 후 출고 좋다 배송 기사 여러 차례 고생,0,0,4
100,100,보통 받다 읍 니당다 파다,0,0,3
101,101,가격 대비 성비 좋다,0,0,4
102,102,그냥 싸다 맛 쓰다 죠,0,0,4
103,103,좋다 배 송 빠르다,0,0,4
104,104,서울 지역 엘리베이터 없다 빌라 층 배 송료 만 천원 받다 혼자 거여 서 힘들다 건 알다 배 송료 그냥 부르다 값 인 같다 참고,0,0,1
105,105,나무 냄새 생각 보다 심해 처음 엔 톱밥 가루 같이 나무 가루 치우다 고생 냄새 달이 빠지다 않다 ㅜㅜ,0,0,1
106,106,좋다,0,0,3
107,107,배송 느리다 배송비 서울 비싸다 매트 라텍스 매트 라고 부드럽다 줄 알 구매 푹신하다 느낌 전혀 없다,0,0,3
108,108,엘베 없다 층 배송비 만 배 보다 배꼽 더 크다 느낌,0,0,1
109,109,그냥 그렇다 좋다 그렇다고 저가 보이지 않다,0,0,2
110,110,상품 좋다 배송 주 걸리다 배송 오기 전 자동 구매 확정 딱하다 연락 없다,0,0,3
111,111,적당하다 가격 적당하다 품질 연 무기 뿌리 사용,0,0,4
112,112,배송 시 부품 일부 스탠드 부품 매트리스 밀림 방지 상판 빼 놓다 오다 미안하다 빠르다 대처 의지 안 보이다 주 만에 매트리스 받침 상 판이 휩니,0,0,3
113,113,배송 장보 빠르다 설치 기사 친절하다 설치 해주다,0,0,5
114,114,보통 그냥 그냥 가격,0,0,2
115,115,화면 그대로 가격 그대로,0,0,4
116,116,적당하다 가격 적당하다 품질,0,0,4
117,117,가격 가격,0,0,3
118,118,제품 마음 들다 설치 기사 설치 헤드 부분 비뚤어지다 설치 함 바닥 수납 부분 열다 비뚤어지다 헤드 부분 부딪치다 벗겨지다 동시 조금 떨어지다 바꾸다 지금 기다리다 짜증 이나 그냥 설치 함 헤드 부분 수납 쪽 열 마다 헤드 쪽 부딪치다 먹다 수 없다 상태 침대 개체 설치 만이 양임 침대 헤드 쓰러지다 않다 많이 기다리다 그냥 쓰기 때문 만족 못,0,0,1
119,119,색상 이나 외관 화면 그대로 서랍 레일 열리다 그런데 냄새 많이 정도 베이 크다 아웃 환기 번갈아 많이 사라지다 그리고 마감 부분 맘 안 들다 날카롭다 베일 수 같다 가격 대비 만족 베일 같다 아쉽다,0,0,1
120,120,벙커 뚜껑 안 열리다 헤드 부분 매트리스 얼룩 신청 받다 주 넘다 걸리다 벙커 뚜껑 받다 마나 ㅜㅜ 기사 왈 발란스 안 맞다 그렇다 다라 말 만 그냥 가다 밸런스 안 맞다 맞추다 가야 아니다 타 회사 타 제품 밸런스 수평 안 맞다 설치 기사 완벽하다 해주다 데,0,0,1
121,121,웬만하다 선 좋다 글 남다 그리다 못 상품 질 떠나다 배송 사고 발생 시 초기 조치 미흡하다 결과 미흡하다 기분 상하 배송 약속 날짜 배송 사고 며칠 후 배송 아깝다 연차 만 쓰다 맘 같다 식 으로라도 보상 받다 생각 구매 바라다,0,0,2
122,122,배송 달 걸리다 그리고 배송 대한 응대 불친절하다 전화 받다 화가 네이버 페이 문의 대답 안 해주다 관리 안 배송 늦다 응대 대답 이라도 제때 아니다 동서 구한 번 구매 건 아니다 기회 손절해,0,0,1
123,123,침대 머리 위 물품 두다 충전 쪽 마감 처리 날카롭다 잠버릇 그렇게 심하다 않다 베개 쪽 손 두다 편이 아침 일어나다 보다 사진 처럼 손 베임 절대 침대 인하다 상처,0,0,1
124,124,처리 데 하자 ㅡㅡ 처리 신청 후 오다 갖다 온 상품 하자 돈 더 보태 서 좋다 살 걸 후회 중 동서 구라 믿다 싸다 건데 ㅡㅡ,0,0,1
125,125,가구 냄새 너무 심해 머리 아프다 사일 문 열다 매트리스 딱딱하다 꿀잠,0,0,2
126,126,딸 꿀 잠자다 수납 넓다 배송비 만 더 안 주다 저렴하다 걸,0,0,3
127,127,가격 대비 보통 침대 높이 낮다 그래서 그렇다 타 제품 대비 수납 공간 안 나오다 가격 대비 품질,0,0,2
128,128,성비 좋다 헤드 부분 에서의 냄새 오래 가다,0,0,3
129,129,좋다 생각 보다 빨리 받다 선물 용 보내다,0,0,4
130,130,받다 배송비 너무 비싸다,0,0,3
131,131,맞다 사이즈 너무 좋다,0,0,4
132,132,동서 침대 매트리스,0,0,3
133,133,보통 배 송 시간 마음 안 들다 기사 분 친절하다 내 구성 생각 보다 좋다 듯 매트리스 딱딱하다,0,0,5
134,134,음모 서리 부분 깔끔하다 못 한참 후 보다 헤드 부분 깨다,0,0,3
135,135,가격 대비 괜찮다 같다 높이다 낮다 같다 합판 두께 얇다 그렇다 같다,0,0,2
136,136,받다 배송 느리다 기다리다 지치다 매드 리트 상당하다 소프트 문안,0,0,1
137,137,주문 우여곡절 끝 배송 받다 제품 성비 치면 쏘다 쏘다 동서 업무 처리 시스템 문제 많다 과정 마다 삐걱 거리 지금 배송 끝나다 상품 배송 진행 중인 나오다,0,0,2
138,138,냄새 너무 심해 디자인 맘 들다 배 송 기사 친절하다 하지만 창문 계속 열다 놓다 냄새 안 빠지다 머리 아프다 죽다 ㅜㅜ,0,0,2
139,139,바퀴 안 구르다 보다 바퀴 고정 볼트 휘 우측 온 열 조절 기 쪽 플라스틱 깨다 전면 부 바퀴 고정 브래킷 안쪽 휘 퀄리티 최하 급 온 열 기능 안 반품 온 열 그냥 쓰다 배송 문제 인지 파 손품 보내다 알 수 없다 교환 오래 걸리다 어렵다 점 악용 듯 굉장하다 불만족 사진 찍다 올리다 드릴 필요 없다 듯 양심 맡기다 테 니 판매 분 께서는 신중하다 생각 바라다,0,0,1
140,140,병간호 사용 여러 종류 찾아보다 원하다 상품 없다 옛날 들다 보다 기억 라꾸 라꾸 검색 상품 평이 좋다 구매 높이 폭 괜찮다 아쉽다 건 헤드 부분 올리다 소리 침대 바닥 접촉 부분 장판 눌림 자국 남다 그래도 침대 사용 무릎 허리 편하다 같다,0,0,3
141,141,지다 뚱뚱하다 사용 지다 쯤 머리 발 제외 몸통 부분 뼈대 만 남다 처럼 쿠션 감 없다 장판 따로 인용 싫다 온 열 온 열 오다 지옥 천국 차이 랄 끄다 라는 아예 미지근하다 없다 뜨겁다 음반 구매 생각 없다,0,0,1
142,142,개인 적 접이식 침대 온 열 내장 간이 침대 로는 너무 좋다 제품 불만 보다는 배송 쩜 이렇게 성의 없다 개념 없다 그냥 땅바닥 내 팽 기다 제품 보다 반품 생각 들다 도착 문자 번 없다 차다 개념 없다 배송 상태 네이버 쇼핑 처음 주문 해봤다 면 다시다 주문 같다,0,0,1
143,143,매트리스 쿠션 감다 점 만점 점 괜히 비싸다 온 열매 트리스 쿠션 감다 점 만점 점 괜히 비싸다 온 열 같다 일반 전기장판 안 같다 불량 인 지는 모르다 포장 박스 너무 크다 아파트 분리수거 날 이라서 버리다 그냥 사용 그래서 전기 사용 안 암튼 너무 딱딱하다 새다 매트리스 올리다 생각 매트리스 알아보다 중 상품 평 너무 믿다 안 같다 ㅠㅠ,0,0,1
144,144,개인 적 번째 주문 건데 진짜 택배 사르다 바꾸다 같다 저번 그렇다 택배 배송 조회 오늘 도착 길래 시 도착 인지 전화하다 오늘 저녁 온 길 래 안 나가다 계속 기다리다 오다 않다 하루 종일 전화하다 받다 않다 날 연락 물어보다 바쁘다 원래 연락 못 한다는 답변 나오다 그래서 오늘 시 오냐 시 오다 알다 시도 안 오다 집 사람 없다 뭡 진짜 택배 바꾸다,0,0,1
145,145,받다 다리 쪽 옆 부분 깨지다 그냥 쓰다 데 지장 없다 같다 택배 부피 크다 데 반품 않다 그냥 쓰기 견고하다 편이 가운데 접다 부분 불편하다 않다 전혀 그렇다 않다 쓸다 같다,0,0,1
146,146,제품 수령 보다 병원 침대 라기보다는 일만 침대 용도 틀리다 침대 불편하다 면 아무튼 온 열 벨츠 스위치 사용 안 해보다 모르다 하자 발생 시 요청 예정 온 열 스위치 와는 사용 해보다 구매 결정 감사하다,0,0,1
147,147,배송 거지 같다 연락 없이 문 앞 던지다 두다 가다 나중 문자 보내다 경우 당일 매장 휴무 앞집 알다 알다 지금 생각 화가 난,0,0,2
148,148,생각 보다 견고하다 않다 여기저기 실밥 나오다 처리 힘들다 냄새 나서다 냄새 빼다 펼치다 사무실 사용 그냥 냥 쉬다 쓸리다,0,0,1
149,149,배송 많이 안 좋다 마지막 집 화지 도착 기사 하루 넘다 배달 안 해주다 직접 거기 찾아가다 받다 오다 급하다 필요하다 건데 짜증,0,0,2
150,150,시골 집 게스트 침대 쓰다 접다 바퀴 사용 편하다 단 지금 날씨 추워지다 히터 켜 보다 개산 중 개다 안 따다 받다 완벽하다,0,0,3
151,151,간 이용 침대 유명하다 기대하다 생각 보다 작다 같다 그리고 오래 불편하다 침대 기준 생각 욕심 인가 나쁘다 수 없다,0,0,1
152,152,처음 배송 받다 펼치다 침대 주저 않다 조립 상세 설명 서 안 보이다 다리 부분 따로 조립 못 찾다 힘들다 온 열 기능 안되다,0,0,1
153,153,쉬다 접다 넣다 수 때문 공간 활용 좋다 피다 왠지 안 펴다 가운데 높다 머리 쪽 낮다 느낌 들다,0,0,3
154,154,가게 짬 내다 쉬다 주문 건데 튼튼하다 같다 딱딱하다 배겨 사용 안 그냥 구석 방치 ㅠㅠ,0,0,2
155,155,지지 받침 들다 성 성빈 곳 많다 민감하다 분 분명 느끼다 겁니다 자고 허리 아프다 이제 목 아프다 한쪽 접다 짐 만 늘다 ㅠㅠ,0,0,1
156,156,접이식 요긴 데 숙면 힘드다 너무 딱딱하다 배겨 위 따로 깔토퍼 추가 구매 온 열 기능 필요 없다,0,0,2
157,157,접다 부분 펼치다 둥 뜨다 그래서 불로 누르다 근데 바퀴 고정 해 놓다 침대 집다 일어나다 침대 움직이다 불편하다,0,0,1
158,158,배송 너무 느리다 포장 깔끔하다 오다 설치 간편하다 좋다 온 열기 리모컨 선 짧다 아쉽다 쓸다,0,0,5
159,159,잠기다 바퀴 제대로 역할 못 움직이다 불편하다 아래 파이프 엉덩이 눌려 아프다 두껍다 이불 깔다 사용,0,0,1
160,160,온 열 기능 불량 인지 가장 높다 온도 켜다 전혀 따다 않다 교환 지금 그냥 쓰다 웬만하다 온 열 기능 포함 않다 침대 살다 편이 좋다 같다,0,0,2
161,161,최대 단 켜다 도안 따뜻하다 전기 세 잡아먹다 없다 기능 추다 날 따뜻하다 잘리다 돈 더 지불 구매 건데 사기 맞다 듯,0,0,3
162,162,라꾸 라꾸 침대 인 온 열 일체 반하다 접다 데 맞다 물리다 어긋나다 어쩔 수 없이 구매 결정 중국 사람 엉터리 두드러지다 추천 불가,0,0,2
163,163,제품 상태 괜찮다 배달 분 본인 힘들다 수고비 달라 천원 뜯다 가다 없다,0,0,3
164,164,박스 버리다 교환 귀찮다 그냥 쓸다 온 열 걔 거지 같이 늦다 부분 부분 사무실 쓰다 그냥 참고 똥 밟다 생각 쓴다 쓰다 절대 안 사고 무조건 반품,0,0,1
165,165,기존 오랫동안 사용 라꾸 라꾸 비교 동일하다 싱글 임 사이즈 작아지다 매트리스 더 불편하다 시 ㅠㅠ,0,0,2
166,166,그냥 쓸다 만 합 니 원 망설 가다 아프다 매트리스 눌려 서 죽다 가운데 들어가다 그렇다 그냥 냥 쓰다,0,0,1
167,167,사무실 쉬다 쓰다 주문 열선 내장 겨울 사용 시도 좋다 같다,0,0,4
168,168,어머님 쓰시 라고 드리다 아주 좋아하다 겨울 따뜻하다 사용 같다,0,0,5
169,169,너무 낮다 쿠션 감다 별로 게다가 지지 앵글 바닥 찍히다 만들다,0,0,1
170,170,온 열사 지다 말다 열 나오다 느 지 안 나오다 모르다 미약 그냥 일반 살다 이득,0,0,2
171,171,쿠션 감 너무 안 좋다 온 열 기능 위 매트 추가 깔다 온도 올라오다 않다 듯 ㅠ,0,0,2
172,172,사무실 분 눈 붙이다 좋다 온 열 기능 작동 엄청 따뜻하다 않다 참고,0,0,4
